event_id,organizer_id,name,date,time,duration,address,postalcode,time_of_day,physical_intensity,tags
E0126,1000307,Group Fitness Class Meetup,2025-05-12,21:45,75,"59883 Herman Gateway Suite 874, Toronto, ON M9A 0A5",M9A 0A5,Late Evening,Medium,"Improve Health, Hiking, Cycling, Build Strength, Training, Group Fitness Class"
E0127,1000408,Swimming Meetup,2025-05-18,21:00,45,"95958 Thomas Club, Toronto, ON M9A 0B2",M9A 0B2,Late Evening,Low,"Team Sports, Hiking, Social, Swimming, Build Strength, Weight Loss"
E0128,1000161,Group Fitness Class Meetup,2025-05-16,12:00,30,"5098 Williams Brooks Apt. 671, Toronto, ON M9A 0A4",M9A 0A4,Lunch,High,"Weight Training, Social, Cycling, Build Strength, Weight Loss, Group Fitness Class"
E0129,1000304,Yoga Meetup,2025-05-13,12:00,45,"3644 Roberts Valleys, Toronto, ON M9A 2V5",M9A 2V5,Lunch,Medium,"Social, Walking, Build Strength, Yoga, Training, Pilates"
E0130,1000411,Build Strength Meetup,2025-05-12,7:00,75,"640 Stacie Lights Suite 287, Toronto, ON M9A 2V6",M9A 2V6,Early Morning,Medium,"Improve Health, Social, Walking, Build Strength, Jogging, Pilates"
E0131,1000338,Training Meetup,2025-05-15,7:45,75,"3303 Alejandra Key Apt. 651, Toronto, ON M9A 0A3",M9A 0A3,Early Morning,High,"Team Sports, Social, Training, Jogging, Reduce Stress, Pilates"
E0132,1000456,Running Meetup,2025-05-15,12:00,60,"21632 Raymond Knolls, Toronto, ON M9A 0A3",M9A 0A3,Evening,Low,"Team Sports, Improve Health, Weight Training, Running, Build Strength, Weight Loss"
E0133,1000327,Reduce Stress Meetup,2025-05-16,15:30,30,"16643 Ewing Station, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,Medium,"Running, Walking, Build Strength, Weight Loss, Yoga, Reduce Stress"
E0134,1000022,Pilates Meetup,2025-05-17,19:00,60,"7166 Jones Roads Suite 628, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Medium,"Improve Health, Weight Training, Hiking, Training, Reduce Stress, Pilates"
E0135,1000400,Build Strength Meetup,2025-05-16,12:00,120,"21085 Velazquez Track Suite 835, Toronto, ON M9A 2V5",M9A 2V5,Evening,High,"Team Sports, Improve Health, Hiking, Cycling, Build Strength, Reduce Stress"
E0136,1000255,Improve Health Meetup,2025-05-18,12:00,120,"43675 Lewis Common Apt. 504, Toronto, ON M9A 0A4",M9A 0A4,Lunch,Medium,"Improve Health, Social, Swimming, Yoga, Training, Jogging"
E0137,1000251,Walking Meetup,2025-05-18,21:15,75,"97289 Johnson Loaf Apt. 858, Toronto, ON M9A 0B5",M9A 0B5,Late Evening,Medium,"Improve Health, Weight Training, Running, Social, Walking, Weight Loss"
E0138,1000005,Social Meetup,2025-05-12,12:00,60,"0456 Jade Junction, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,High,"Running, Social, Swimming, Build Strength, Training, Jogging"
E0139,1000236,Reduce Stress Meetup,2025-05-14,12:00,45,"89821 Cruz Skyway, Toronto, ON M9A 0B5",M9A 0B5,Lunch,High,"Weight Training, Walking, Weight Loss, Training, Jogging, Reduce Stress"
E0140,1000033,Reduce Stress Meetup,2025-05-17,7:45,45,"492 Anthony Neck Suite 778, Toronto, ON M9A 0A4",M9A 0A4,Early Morning,Low,"Running, Swimming, Weight Loss, Yoga, Training, Reduce Stress"
E0141,1000158,Improve Health Meetup,2025-05-14,12:00,90,"51303 Jose Forge, Toronto, ON M9A 0A4",M9A 0A4,Lunch,Low,"Improve Health, Weight Training, Group Fitness Class, Build Strength, Training, Pilates"
E0142,1000363,Running Meetup,2025-05-18,12:00,120,"64355 Joel Gateway Suite 317, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,Low,"Team Sports, Running, Social, Cycling, Training, Reduce Stress"
E0143,1000499,Training Meetup,2025-05-18,7:30,45,"9866 Paul Port Suite 081, Toronto, ON M9A 0A3",M9A 0A3,Early Morning,Low,"Improve Health, Walking, Yoga, Training, Reduce Stress, Group Fitness Class"
E0144,1000423,Build Strength Meetup,2025-05-14,12:00,45,"503 Andrea Lakes Suite 974, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,Medium,"Team Sports, Improve Health, Weight Training, Build Strength, Training, Group Fitness Class"
E0145,1000465,Weight Loss Meetup,2025-05-13,12:00,75,"43252 Walter Haven, Toronto, ON M9A 2V6",M9A 2V6,Mid Morning,High,"Social, Swimming, Cycling, Weight Loss, Training, Jogging"
E0146,1000234,Weight Loss Meetup,2025-05-14,12:00,30,"382 Joshua Mall Suite 939, Toronto, ON M9A 2V6",M9A 2V6,Mid Morning,Low,"Weight Training, Social, Weight Loss, Yoga, Reduce Stress, Group Fitness Class"
E0147,1000192,Pilates Meetup,2025-05-12,15:30,45,"65065 Meyer Points, Toronto, ON M9A 2V5",M9A 2V5,Afternoon,Low,"Team Sports, Improve Health, Hiking, Build Strength, Weight Loss, Pilates"
E0148,1000044,Pilates Meetup,2025-05-18,12:00,120,"084 Taylor Road Apt. 203, Toronto, ON M9A 0B2",M9A 0B2,Evening,Low,"Group Fitness Class, Social, Walking, Weight Loss, Reduce Stress, Pilates"
E0149,1000451,Swimming Meetup,2025-05-15,13:30,90,"31918 Holmes Rest Suite 869, Toronto, ON M9A 0A3",M9A 0A3,Afternoon,Low,"Team Sports, Improve Health, Running, Swimming, Build Strength, Training"
E0150,1000063,Improve Health Meetup,2025-05-14,7:15,30,"11894 Snow Manors Apt. 723, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Medium,"Improve Health, Weight Training, Build Strength, Weight Loss, Jogging, Pilates"
E0151,1000148,Build Strength Meetup,2025-05-17,7:15,120,"563 Jacob Heights, Toronto, ON M9A 0A3",M9A 0A3,Early Morning,Low,"Improve Health, Hiking, Swimming, Build Strength, Training, Group Fitness Class"
E0152,1000398,Weight Loss Meetup,2025-05-16,12:00,45,"209 Tyler Oval Apt. 902, Toronto, ON M9A 0A3",M9A 0A3,Lunch,Medium,"Walking, Weight Loss, Yoga, Training, Reduce Stress, Group Fitness Class"
E0153,1000163,Cycling Meetup,2025-05-16,12:00,120,"586 Patrick Court Apt. 974, Toronto, ON M9A 0B5",M9A 0B5,Lunch,High,"Improve Health, Weight Training, Cycling, Build Strength, Weight Loss, Yoga"
E0154,1000131,Reduce Stress Meetup,2025-05-14,12:00,60,"2435 Randy Square Apt. 684, Toronto, ON M9A 0B5",M9A 0B5,Lunch,High,"Weight Training, Hiking, Build Strength, Weight Loss, Reduce Stress, Group Fitness Class"
E0155,1000139,Running Meetup,2025-05-17,7:30,75,"321 Jillian Light Apt. 366, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Low,"Improve Health, Weight Training, Running, Build Strength, Yoga, Training"
E0156,1000353,Weight Loss Meetup,2025-05-15,6:00,120,"434 Hill Common Apt. 619, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Medium,"Team Sports, Weight Training, Build Strength, Weight Loss, Yoga, Reduce Stress"
E0157,1000410,Training Meetup,2025-05-16,15:30,60,"349 Turner Ford Apt. 862, Toronto, ON M9A 0B2",M9A 0B2,Afternoon,Medium,"Team Sports, Hiking, Social, Cycling, Weight Loss, Training"
E0158,1000427,Cycling Meetup,2025-05-18,12:00,45,"5374 Virginia Ports Suite 193, Toronto, ON M9A 0A5",M9A 0A5,Lunch,High,"Social, Swimming, Cycling, Weight Loss, Yoga, Reduce Stress"
E0159,1000168,Hiking Meetup,2025-05-15,12:00,75,"4157 Cruz Lodge Apt. 759, Toronto, ON M9A 0A6",M9A 0A6,Lunch,High,"Improve Health, Hiking, Weight Loss, Yoga, Reduce Stress, Pilates"
E0160,1000432,Weight Training Meetup,2025-05-12,12:00,45,"27517 Williams Stream Apt. 676, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,Low,"Improve Health, Weight Training, Walking, Build Strength, Reduce Stress, Pilates"
E0161,1000205,Pilates Meetup,2025-05-17,12:00,45,"097 Evan Locks Suite 257, Toronto, ON M9A 2V5",M9A 2V5,Lunch,Medium,"Improve Health, Hiking, Cycling, Build Strength, Training, Pilates"
E0162,1000126,Reduce Stress Meetup,2025-05-17,12:00,75,"671 Burns Estates, Toronto, ON M9A 0A4",M9A 0A4,Evening,Medium,"Hiking, Social, Swimming, Build Strength, Jogging, Reduce Stress"
E0163,1000053,Reduce Stress Meetup,2025-05-13,6:30,30,"55726 Jordan Mountain Suite 126, Toronto, ON M9A 2V6",M9A 2V6,Early Morning,Medium,"Team Sports, Improve Health, Swimming, Weight Loss, Reduce Stress, Pilates"
E0164,1000327,Weight Loss Meetup,2025-05-17,15:15,30,"1995 Whitaker Canyon Suite 394, Toronto, ON M9A 0A3",M9A 0A3,Afternoon,High,"Running, Walking, Build Strength, Weight Loss, Yoga, Reduce Stress"
E0165,1000265,Team Sports Meetup,2025-05-13,12:00,45,"08204 Renee View, Toronto, ON M9A 2V5",M9A 2V5,Evening,Low,"Team Sports, Social, Walking, Build Strength, Weight Loss, Pilates"
E0166,1000456,Weight Loss Meetup,2025-05-17,12:00,60,"114 Brady Burg, Toronto, ON M9A 0A6",M9A 0A6,Evening,High,"Team Sports, Improve Health, Weight Training, Running, Build Strength, Weight Loss"
E0167,1000382,Improve Health Meetup,2025-05-13,14:00,45,"60080 Newman Centers Apt. 320, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,Medium,"Improve Health, Weight Training, Build Strength, Weight Loss, Jogging, Group Fitness Class"
E0168,1000128,Training Meetup,2025-05-18,12:00,90,"07757 Emily Highway, Toronto, ON M9A 0A5",M9A 0A5,Evening,Medium,"Improve Health, Pilates, Social, Walking, Training, Group Fitness Class"
E0169,1000465,Social Meetup,2025-05-16,15:00,30,"59346 Kayla Cove Apt. 737, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,High,"Social, Swimming, Cycling, Weight Loss, Training, Jogging"
E0170,1000029,Yoga Meetup,2025-05-12,12:00,30,"8074 Carolyn Hollow, Toronto, ON M9A 0B2",M9A 0B2,Lunch,Low,"Team Sports, Improve Health, Social, Walking, Yoga, Reduce Stress"
E0171,1000132,Cycling Meetup,2025-05-17,12:00,120,"47473 Nicole Passage Suite 971, Toronto, ON M9A 0B5",M9A 0B5,Mid Morning,Medium,"Improve Health, Running, Cycling, Weight Loss, Training, Pilates"
E0172,1000415,Improve Health Meetup,2025-05-16,12:00,60,"647 Heather Forge Apt. 225, Toronto, ON M9A 0A6",M9A 0A6,Evening,Medium,"Improve Health, Running, Social, Build Strength, Jogging, Pilates"
E0173,1000109,Improve Health Meetup,2025-05-12,15:15,75,"1644 James Mountain Suite 028, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,High,"Improve Health, Hiking, Social, Cycling, Build Strength, Group Fitness Class"
E0174,1000388,Pilates Meetup,2025-05-12,13:30,30,"185 David Plains Apt. 658, Toronto, ON M9A 0B2",M9A 0B2,Afternoon,Low,"Improve Health, Social, Swimming, Yoga, Training, Pilates"
E0175,1000161,Weight Training Meetup,2025-05-17,12:00,90,"33087 Cox Corners, Toronto, ON M9A 2V6",M9A 2V6,Mid Morning,Medium,"Weight Training, Social, Cycling, Build Strength, Weight Loss, Group Fitness Class"
E0176,1000241,Team Sports Meetup,2025-05-17,12:00,75,"1772 Adams Keys Apt. 428, Toronto, ON M9A 0A3",M9A 0A3,Lunch,Low,"Team Sports, Improve Health, Cycling, Weight Loss, Yoga, Training"
E0177,1000361,Build Strength Meetup,2025-05-13,12:00,30,"871 Matthew Stream, Toronto, ON M9A 2V6",M9A 2V6,Mid Morning,Medium,"Improve Health, Social, Swimming, Walking, Build Strength, Yoga"
E0178,1000462,Yoga Meetup,2025-05-17,12:00,75,"0610 Leah Radial, Toronto, ON M9A 0A6",M9A 0A6,Lunch,High,"Team Sports, Improve Health, Social, Cycling, Weight Loss, Yoga"
E0179,1000219,Social Meetup,2025-05-17,12:00,90,"83951 Kelly Flat, Toronto, ON M9A 0A3",M9A 0A3,Evening,Medium,"Team Sports, Social, Training, Jogging, Reduce Stress, Pilates"
E0180,1000219,Jogging Meetup,2025-05-13,12:00,30,"8384 Kristen Loaf Apt. 724, Toronto, ON M9A 0A5",M9A 0A5,Evening,High,"Team Sports, Social, Training, Jogging, Reduce Stress, Pilates"
E0181,1000429,Training Meetup,2025-05-15,12:00,60,"464 Torres Orchard, Toronto, ON M9A 0B2",M9A 0B2,Evening,Low,"Hiking, Social, Walking, Training, Reduce Stress, Group Fitness Class"
E0182,1000360,Pilates Meetup,2025-05-14,6:45,120,"707 Douglas Points Apt. 474, Toronto, ON M9A 0A4",M9A 0A4,Early Morning,High,"Running, Social, Cycling, Weight Loss, Training, Pilates"
E0183,1000342,Build Strength Meetup,2025-05-18,12:00,120,"89914 Wallace Island, Toronto, ON M9A 0A3",M9A 0A3,Lunch,High,"Hiking, Build Strength, Weight Loss, Yoga, Reduce Stress, Pilates"
E0184,1000371,Weight Loss Meetup,2025-05-18,20:00,60,"807 Erik Mall, Toronto, ON M9A 0B5",M9A 0B5,Late Evening,High,"Team Sports, Improve Health, Hiking, Weight Loss, Yoga, Reduce Stress"
E0185,1000391,Social Meetup,2025-05-14,19:00,90,"41030 Megan Drives, Toronto, ON M9A 0A4",M9A 0A4,Late Evening,High,"Social, Walking, Build Strength, Yoga, Jogging, Reduce Stress"
E0186,1000463,Weight Training Meetup,2025-05-12,19:45,90,"389 Christian Rapid, Toronto, ON M9A 0B5",M9A 0B5,Late Evening,High,"Improve Health, Weight Training, Swimming, Build Strength, Weight Loss, Pilates"
E0187,1000212,Social Meetup,2025-05-13,13:30,120,"712 Julie Track, Toronto, ON M9A 0A6",M9A 0A6,Afternoon,High,"Team Sports, Weight Training, Social, Build Strength, Weight Loss, Yoga"
E0188,1000492,Improve Health Meetup,2025-05-12,12:00,45,"8011 Ross Streets, Toronto, ON M9A 0A4",M9A 0A4,Lunch,High,"Improve Health, Running, Walking, Build Strength, Weight Loss, Yoga"
E0189,1000124,Build Strength Meetup,2025-05-14,7:15,30,"32225 Rachel Stream, Toronto, ON M9A 0A3",M9A 0A3,Early Morning,Medium,"Improve Health, Running, Social, Cycling, Build Strength, Group Fitness Class"
E0190,1000216,Improve Health Meetup,2025-05-13,12:00,45,"193 Kenneth Via, Toronto, ON M9A 0A5",M9A 0A5,Mid Morning,Medium,"Team Sports, Improve Health, Hiking, Walking, Build Strength, Training"
E0191,1000376,Weight Loss Meetup,2025-05-14,8:15,60,"40879 Hall Square Apt. 088, Toronto, ON M9A 0A3",M9A 0A3,Early Morning,Low,"Improve Health, Weight Training, Running, Weight Loss, Yoga, Training"
E0192,1000178,Walking Meetup,2025-05-17,21:00,45,"5342 Ryan Bypass, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,Medium,"Improve Health, Social, Cycling, Walking, Training, Pilates"
E0193,1000024,Weight Loss Meetup,2025-05-15,12:00,120,"8247 Dunn Pines Suite 721, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Medium,"Improve Health, Hiking, Running, Cycling, Weight Loss, Training"
E0194,1000477,Reduce Stress Meetup,2025-05-17,20:30,60,"015 Erika Lock, Toronto, ON M9A 0A6",M9A 0A6,Late Evening,Low,"Improve Health, Group Fitness Class, Build Strength, Walking, Reduce Stress, Pilates"
E0195,1000407,Group Fitness Class Meetup,2025-05-18,12:00,120,"8133 Isabella Roads, Toronto, ON M9A 2V5",M9A 2V5,Lunch,Medium,"Weight Training, Social, Weight Loss, Training, Jogging, Group Fitness Class"
E0196,1000244,Running Meetup,2025-05-16,12:00,30,"13752 Jason Mews, Toronto, ON M9A 0A5",M9A 0A5,Lunch,High,"Hiking, Running, Social, Weight Loss, Yoga, Training"
E0197,1000241,Improve Health Meetup,2025-05-14,14:45,75,"57209 Michael Fork Suite 693, Toronto, ON M9A 2V5",M9A 2V5,Afternoon,Medium,"Team Sports, Improve Health, Cycling, Weight Loss, Yoga, Training"
E0198,1000309,Running Meetup,2025-05-12,14:00,120,"08568 John Knoll, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,Low,"Weight Training, Running, Social, Weight Loss, Reduce Stress, Pilates"
E0199,1000306,Improve Health Meetup,2025-05-12,12:00,75,"7376 Dustin Lakes, Toronto, ON M9A 2V6",M9A 2V6,Mid Morning,High,"Improve Health, Hiking, Swimming, Cycling, Weight Loss, Training"
E0200,1000293,Reduce Stress Meetup,2025-05-18,12:00,45,"9092 Cooley Port, Toronto, ON M9A 0A3",M9A 0A3,Evening,High,"Team Sports, Improve Health, Weight Training, Walking, Training, Reduce Stress"
E0201,1000107,Social Meetup,2025-05-13,12:00,30,"305 Perez Alley, Toronto, ON M9A 0B5",M9A 0B5,Evening,Medium,"Improve Health, Weight Training, Hiking, Social, Build Strength, Yoga"
E0202,1000390,Build Strength Meetup,2025-05-14,14:15,60,"52034 Amanda Fields Apt. 188, Toronto, ON M9A 0B5",M9A 0B5,Afternoon,Medium,"Swimming, Build Strength, Walking, Weight Loss, Reduce Stress, Pilates"
E0203,1000341,Reduce Stress Meetup,2025-05-18,12:00,30,"97604 Rivas Circle Apt. 789, Toronto, ON M9A 0A4",M9A 0A4,Evening,Low,"Team Sports, Improve Health, Weight Training, Hiking, Training, Reduce Stress"
E0204,1000464,Walking Meetup,2025-05-13,6:15,90,"078 Tina Path Apt. 447, Toronto, ON M9A 2V6",M9A 2V6,Early Morning,Medium,"Running, Social, Walking, Build Strength, Weight Loss, Yoga"
E0205,1000130,Build Strength Meetup,2025-05-13,12:00,60,"1611 Wood Drives Suite 853, Toronto, ON M9A 2V5",M9A 2V5,Evening,Medium,"Weight Training, Social, Swimming, Build Strength, Weight Loss, Jogging"
E0206,1000011,Build Strength Meetup,2025-05-15,12:00,60,"5773 Jeffrey Land Suite 267, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Low,"Hiking, Running, Social, Build Strength, Training, Pilates"
E0207,1000498,Social Meetup,2025-05-17,12:00,90,"624 Karen View, Toronto, ON M9A 2V5",M9A 2V5,Lunch,Medium,"Improve Health, Running, Social, Yoga, Training, Jogging"
E0208,1000337,Cycling Meetup,2025-05-18,7:30,60,"0890 Diaz Lane, Toronto, ON M9A 0A6",M9A 0A6,Early Morning,High,"Improve Health, Running, Social, Cycling, Training, Jogging"
E0209,1000350,Walking Meetup,2025-05-13,12:00,45,"6873 Shannon Knoll, Toronto, ON M9A 0B5",M9A 0B5,Lunch,Medium,"Improve Health, Running, Social, Walking, Yoga, Reduce Stress"
E0210,1000415,Pilates Meetup,2025-05-12,8:30,45,"9322 Cynthia Branch Suite 413, Toronto, ON M9A 0B2",M9A 0B2,Early Morning,High,"Improve Health, Running, Social, Build Strength, Jogging, Pilates"
E0211,1000404,Training Meetup,2025-05-14,12:00,90,"09158 Richard Cape Suite 851, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Medium,"Running, Social, Training, Jogging, Reduce Stress, Pilates"
E0212,1000322,Running Meetup,2025-05-16,7:15,45,"626 White Ville Suite 449, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Low,"Team Sports, Running, Social, Build Strength, Jogging, Reduce Stress"
E0213,1000374,Reduce Stress Meetup,2025-05-16,13:45,120,"04294 Olson Cape Apt. 029, Toronto, ON M9A 0A6",M9A 0A6,Afternoon,Low,"Running, Cycling, Build Strength, Weight Loss, Reduce Stress, Group Fitness Class"
E0214,1000202,Build Strength Meetup,2025-05-12,12:00,45,"78092 Klein Alley Apt. 813, Toronto, ON M9A 0A4",M9A 0A4,Mid Morning,Medium,"Improve Health, Pilates, Walking, Build Strength, Training, Group Fitness Class"
E0215,1000044,Weight Loss Meetup,2025-05-12,21:15,45,"6212 Jackson Orchard Suite 080, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Medium,"Group Fitness Class, Social, Walking, Weight Loss, Reduce Stress, Pilates"
E0216,1000298,Training Meetup,2025-05-15,12:00,45,"35183 Tucker Plains Apt. 794, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Medium,"Team Sports, Hiking, Social, Swimming, Training, Reduce Stress"
E0217,1000070,Training Meetup,2025-05-15,19:00,45,"04101 Morrow Crossing, Toronto, ON M9A 0A6",M9A 0A6,Late Evening,Medium,"Improve Health, Social, Swimming, Cycling, Training, Pilates"
E0218,1000286,Jogging Meetup,2025-05-18,12:00,45,"63033 Oliver Estate Suite 558, Toronto, ON M9A 2V5",M9A 2V5,Evening,Low,"Improve Health, Weight Training, Running, Build Strength, Training, Jogging"
E0219,1000366,Social Meetup,2025-05-16,21:45,120,"07915 Coleman Corners, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,Low,"Team Sports, Running, Social, Build Strength, Reduce Stress, Pilates"
E0220,1000195,Weight Loss Meetup,2025-05-15,12:00,60,"8825 Vasquez Prairie, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Medium,"Weight Training, Social, Cycling, Walking, Weight Loss, Training"
E0221,1000023,Group Fitness Class Meetup,2025-05-12,12:00,30,"5590 Ruiz Spur Apt. 576, Toronto, ON M9A 0A5",M9A 0A5,Mid Morning,High,"Improve Health, Weight Training, Walking, Build Strength, Reduce Stress, Group Fitness Class"
E0222,1000185,Pilates Meetup,2025-05-12,12:00,90,"51578 Jennifer Glen, Toronto, ON M9A 2V6",M9A 2V6,Evening,Low,"Pilates, Social, Swimming, Training, Reduce Stress, Group Fitness Class"
E0223,1000286,Jogging Meetup,2025-05-14,15:30,75,"809 Bowman Causeway Suite 494, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,Medium,"Improve Health, Weight Training, Running, Build Strength, Training, Jogging"
E0224,1000056,Training Meetup,2025-05-18,19:30,75,"23325 Wells Coves, Toronto, ON M9A 0B2",M9A 0B2,Late Evening,Low,"Social, Walking, Yoga, Training, Reduce Stress, Group Fitness Class"
E0225,1000029,Improve Health Meetup,2025-05-14,8:15,30,"2261 Banks Center, Toronto, ON M9A 0B2",M9A 0B2,Early Morning,Medium,"Team Sports, Improve Health, Social, Walking, Yoga, Reduce Stress"
E0226,1000277,Weight Loss Meetup,2025-05-13,12:00,45,"4416 Joshua Manors, Toronto, ON M9A 2V6",M9A 2V6,Lunch,High,"Team Sports, Hiking, Build Strength, Weight Loss, Training, Pilates"
E0227,1000485,Weight Training Meetup,2025-05-14,12:00,30,"400 Miller Camp, Toronto, ON M9A 0B2",M9A 0B2,Evening,Low,"Improve Health, Weight Training, Social, Swimming, Walking, Training"
E0228,1000229,Weight Training Meetup,2025-05-14,12:00,120,"55624 Jennifer Mission Suite 432, Toronto, ON M9A 0B2",M9A 0B2,Evening,Low,"Improve Health, Weight Training, Social, Cycling, Weight Loss, Group Fitness Class"
E0229,1000313,Hiking Meetup,2025-05-15,20:30,30,"7493 Rogers Summit, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,Medium,"Weight Training, Hiking, Running, Social, Build Strength, Weight Loss"
E0230,1000368,Yoga Meetup,2025-05-12,19:00,75,"068 Connor Forge, Toronto, ON M9A 0A5",M9A 0A5,Late Evening,Medium,"Improve Health, Social, Yoga, Jogging, Reduce Stress, Group Fitness Class"
E0231,1000167,Training Meetup,2025-05-12,12:00,90,"08569 Miranda Union Apt. 036, Toronto, ON M9A 2V5",M9A 2V5,Evening,High,"Team Sports, Weight Training, Social, Cycling, Training, Reduce Stress"
E0232,1000116,Weight Loss Meetup,2025-05-14,20:30,30,"690 John Groves Apt. 089, Toronto, ON M9A 0A4",M9A 0A4,Late Evening,High,"Cycling, Walking, Weight Loss, Training, Jogging, Reduce Stress"
E0233,1000026,Yoga Meetup,2025-05-18,12:00,45,"118 Janet Unions Apt. 367, Toronto, ON M9A 0A6",M9A 0A6,Evening,High,"Improve Health, Weight Training, Cycling, Weight Loss, Yoga, Training"
E0234,1000181,Group Fitness Class Meetup,2025-05-13,20:15,30,"93163 Moran Port Suite 149, Toronto, ON M9A 2V5",M9A 2V5,Late Evening,High,"Team Sports, Running, Build Strength, Weight Loss, Training, Group Fitness Class"
E0235,1000384,Jogging Meetup,2025-05-16,12:00,120,"78002 Emily Brook, Toronto, ON M9A 2V5",M9A 2V5,Evening,Medium,"Team Sports, Weight Training, Weight Loss, Training, Jogging, Reduce Stress"
E0236,1000248,Training Meetup,2025-05-12,12:00,30,"3107 Larry Coves, Toronto, ON M9A 0B2",M9A 0B2,Evening,High,"Weight Training, Running, Social, Cycling, Build Strength, Training"
E0237,1000432,Reduce Stress Meetup,2025-05-15,12:00,75,"131 Jones Rue Suite 608, Toronto, ON M9A 0A5",M9A 0A5,Evening,High,"Improve Health, Weight Training, Walking, Build Strength, Reduce Stress, Pilates"
E0238,1000388,Swimming Meetup,2025-05-16,12:00,120,"61262 Thompson Course, Toronto, ON M9A 0A5",M9A 0A5,Lunch,Medium,"Improve Health, Social, Swimming, Yoga, Training, Pilates"
E0239,1000023,Build Strength Meetup,2025-05-17,12:00,75,"768 James Islands, Toronto, ON M9A 0A4",M9A 0A4,Evening,Medium,"Improve Health, Weight Training, Walking, Build Strength, Reduce Stress, Group Fitness Class"
E0240,1000002,Walking Meetup,2025-05-16,7:30,45,"455 Joseph Views Suite 034, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Low,"Running, Social, Walking, Build Strength, Jogging, Reduce Stress"
E0241,1000354,Training Meetup,2025-05-12,7:30,45,"14789 Julia Club Suite 519, Toronto, ON M9A 2V6",M9A 2V6,Early Morning,Medium,"Team Sports, Improve Health, Swimming, Build Strength, Training, Jogging"
E0242,1000462,Improve Health Meetup,2025-05-18,12:00,60,"6301 Freeman Pine, Toronto, ON M9A 0B5",M9A 0B5,Lunch,Medium,"Team Sports, Improve Health, Social, Cycling, Weight Loss, Yoga"
E0243,1000385,Running Meetup,2025-05-18,12:00,120,"304 Stewart Forges Apt. 611, Toronto, ON M9A 0A4",M9A 0A4,Mid Morning,High,"Improve Health, Running, Cycling, Weight Loss, Training, Pilates"
E0244,1000016,Build Strength Meetup,2025-05-15,7:15,30,"7654 Micheal Gateway Apt. 874, Toronto, ON M9A 0B2",M9A 0B2,Early Morning,Medium,"Hiking, Running, Social, Cycling, Build Strength, Reduce Stress"
E0245,1000438,Reduce Stress Meetup,2025-05-17,8:30,45,"8194 Vargas Loop Apt. 385, Toronto, ON M9A 0A4",M9A 0A4,Early Morning,Medium,"Improve Health, Hiking, Swimming, Yoga, Training, Reduce Stress"
E0246,1000138,Reduce Stress Meetup,2025-05-16,12:30,75,"269 Scott Cape Suite 457, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,Medium,"Improve Health, Swimming, Walking, Weight Loss, Yoga, Reduce Stress"
E0247,1000270,Weight Loss Meetup,2025-05-16,20:15,120,"5763 Jones Rest, Toronto, ON M9A 0B2",M9A 0B2,Late Evening,Low,"Team Sports, Weight Training, Social, Weight Loss, Training, Group Fitness Class"
E0248,1000102,Reduce Stress Meetup,2025-05-16,12:00,45,"25527 Laura Parkway, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,Medium,"Improve Health, Running, Training, Jogging, Reduce Stress, Group Fitness Class"
E0249,1000198,Walking Meetup,2025-05-14,12:00,60,"5204 Kristen Cove, Toronto, ON M9A 0B2",M9A 0B2,Mid Morning,Low,"Improve Health, Social, Swimming, Walking, Yoga, Reduce Stress"
E0250,1000242,Swimming Meetup,2025-05-13,12:00,30,"741 Anthony Garden, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Low,"Improve Health, Running, Swimming, Build Strength, Training, Pilates"
E0251,1000188,Reduce Stress Meetup,2025-05-17,12:00,45,"33550 Amy Bridge Suite 493, Toronto, ON M9A 0B5",M9A 0B5,Mid Morning,Low,"Hiking, Running, Social, Weight Loss, Reduce Stress, Group Fitness Class"
